id,yr,worry_cchange,prezjob_envt,prezjob_energy,govprotect,envt1,envt2,econ_v_envt,engy_v_envt,envworry_toxicwst,envworry_radioactivity,gw_understand,gw_serious,gw_laws_econ,fracking,energyserious,energy_shortage,solution_conserv,nucfav,nucsafe,nucfav_area,fav_nuclear,fav_openland,fav_mandateC02,fav_solar,fav_altfuel,fav_mandateC02bus,fav_engylimits,fav_coal,emph_coal,emph_oil,emph_ngas,emph_wind,emph_solar,emph_nuclear,favor_reduce_fossil,envdone_vote,envdone_reduce,envdone_petition,envdone_stocks,envtrust_congress,envtrust_reps,envtrust_dems,pay100more,environmentalist,econ1,econ2,arealive_rec,age,educ,party,jobtype,religion,nucfav_binary,nuclear_target
634,2013,,Good job,Good job,About the right amount,Good,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,Only a little,,Not very well,Gennerally correct,,,Fairly serious,,Emphasize more conservation by consumers,Somewhat favor,,,,,,,,,,,More emphasis,More emphasis,More emphasis,More emphasis,More emphasis,More emphasis,,,,,,,,,,,,,Town/Rural Area,49.0,Some college,Lean Democratic,,Other Christian,Favor,1
635,2013,,Poor job,Poor job,Too much,Good,Same (VOL),"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,A fair amount,,Not very well,Generally exaggerated,,,Fairly serious,,,Strongly favor,,,,,,,,,,,Same as now,Same as now,Same as now,Same as now,Same as now,More emphasis,,,,,,,,,,,,,Suburb of Big/Small City,,Some college,"Independent, no lean",,REF,Favor,1
636,2013,,Fair/Mixed (VOL),Fair/Mixed (VOL),Too little,Poor,Getting Worse,Equal Priority (VOL),Both Equally (VOL),A great deal,,Fairly well,Generally underestimated,,,Very serious,,Emphasize more conservation by consumers,Strongly oppose,,,,,,,,,,,Same as now,Less emphasis,Same as now,More emphasis,More emphasis,Same as now,,,,,,,,,,,,,Suburb of Big/Small City,59.0,Post-grad,Democrat,,,Oppose,0
637,2013,,Good job,Poor job,About the right amount,Good,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,A great deal,,Fairly well,Generally underestimated,,,Very serious,,,Strongly favor,,,,,,,,,,,Less emphasis,Less emphasis,More emphasis,More emphasis,More emphasis,More emphasis,,,,,,,,,,,,,Big/Small City,26.0,Some college,"Independent, no lean",,,Favor,1
638,2013,,Good job,Good job,About the right amount,Excellent,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,Only a little,,Not very well,Generally exaggerated,,,Fairly serious,,,Somewhat oppose,,,,,,,,,,,Same as now,More emphasis,More emphasis,More emphasis,More emphasis,Same as now,,,,,,,,,,,,,Town/Rural Area,32.0,Post-grad,Democrat,,Protestant,Oppose,0
639,2013,,Poor job,Poor job,Too little,Good,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",Only a little,,Fairly well,Gennerally correct,,,Fairly serious,,Emphasize more conservation by consumers,Somewhat favor,,,,,,,,,,,Less emphasis,Less emphasis,More emphasis,More emphasis,More emphasis,More emphasis,,,,,,,,,,,,,Town/Rural Area,67.0,Some college,Democrat,,,Favor,1
640,2013,,Good job,Good job,About the right amount,Only Fair,Getting Worse,"Protect Environment, even at risk of curbing economic growth",DK,A fair amount,,Very well,Gennerally correct,,,Fairly serious,,Emphasize more conservation by consumers,Somewhat favor,,,,,,,,,,,Less emphasis,Less emphasis,More emphasis,More emphasis,More emphasis,Same as now,,,,,,,,,,,,,Suburb of Big/Small City,57.0,Post-grad,Democrat,,,Favor,1
641,2013,,REF,Good job,Too little,Good,Getting Better,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",A fair amount,,Not very well,Gennerally correct,,,Fairly serious,,Emphasize more conservation by consumers,Strongly oppose,,,,,,,,,,,Less emphasis,Less emphasis,More emphasis,More emphasis,More emphasis,Less emphasis,,,,,,,,,,,,,Big/Small City,57.0,Some college,Democrat,,Catholic,Oppose,0
643,2013,,Poor job,Poor job,Too little,Only Fair,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,Only a little,,Very well,Generally exaggerated,,,Fairly serious,,,Strongly oppose,,,,,,,,,,,More emphasis,More emphasis,More emphasis,Less emphasis,More emphasis,Less emphasis,,,,,,,,,,,,,Big/Small City,,DK/REF,Lean Republican,,,Oppose,0
644,2013,,Good job,Good job,Too little,Good,Getting Better,"Protect Environment, even at risk of curbing economic growth",Developing Energy Supplies Given Priority,A great deal,,Very well,Generally underestimated,,,Very serious,,,Strongly favor,,,,,,,,,,,Less emphasis,Less emphasis,More emphasis,Same as now,More emphasis,More emphasis,,,,,,,,,,,,,Big/Small City,75.0,HS or Less,Democrat,,Catholic,Favor,1
645,2013,,REF,Good job,Too little,Good,Getting Better,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",A great deal,,Not very well,Generally underestimated,,,Very serious,,,Strongly oppose,,,,,,,,,,,Same as now,Less emphasis,Same as now,More emphasis,More emphasis,More emphasis,,,,,,,,,,,,,Big/Small City,37.0,HS or Less,Republican,,Catholic,Oppose,0
646,2013,,Good job,Poor job,Too much,Good,Getting Better,REF,"Protect Enviornment, even at risk of limiting energy supplies",A fair amount,,Fairly well,Generally exaggerated,,,Fairly serious,,Emphasize more conservation by consumers,Somewhat favor,,,,,,,,,,,Same as now,Same as now,Same as now,More emphasis,Same as now,Same as now,,,,,,,,,,,,,Big/Small City,30.0,HS or Less,Lean Republican,,,Favor,1
647,2013,,Good job,Good job,Too little,Only Fair,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",A great deal,,Fairly well,Gennerally correct,,,Very serious,,Emphasize more conservation by consumers,Somewhat oppose,,,,,,,,,,,Less emphasis,Less emphasis,More emphasis,More emphasis,More emphasis,Less emphasis,,,,,,,,,,,,,Suburb of Big/Small City,27.0,HS or Less,Lean Democratic,,,Oppose,0
648,2013,,Good job,Good job,About the right amount,Only Fair,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",A great deal,,Fairly well,Generally underestimated,,,Fairly serious,,,Strongly oppose,,,,,,,,,,,Less emphasis,Less emphasis,More emphasis,More emphasis,More emphasis,Less emphasis,,,,,,,,,,,,,Big/Small City,81.0,Post-grad,Democrat,,Protestant,Oppose,0
649,2013,,Good job,Fair/Mixed (VOL),About the right amount,Good,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent","Protect Enviornment, even at risk of limiting energy supplies",Not at all,,Fairly well,Generally exaggerated,,,Fairly serious,,,Somewhat favor,,,,,,,,,,,Same as now,Same as now,Same as now,Same as now,More emphasis,Same as now,,,,,,,,,,,,,Suburb of Big/Small City,,Some college,Republican,,Other Christian,Favor,1
650,2013,,Poor job,Poor job,Too much,Good,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,Not at all,,Very well,Generally exaggerated,,,Very serious,,"Emphasize production of more oil, gas and coal supplies",Strongly favor,,,,,,,,,,,Same as now,More emphasis,More emphasis,More emphasis,Same as now,More emphasis,,,,,,,,,,,,,Town/Rural Area,64.0,College Grad only,Republican,,Catholic,Favor,1
651,2013,,Poor job,Poor job,Too little,Only Fair,Getting Better,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",A great deal,,Fairly well,Gennerally correct,,,Very serious,,Emphasize more conservation by consumers,Somewhat oppose,,,,,,,,,,,More emphasis,More emphasis,More emphasis,More emphasis,More emphasis,Less emphasis,,,,,,,,,,,,,Big/Small City,71.0,College Grad only,Democrat,,Catholic,Oppose,0
652,2013,,Poor job,Poor job,Too little,Only Fair,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,A fair amount,,Not very well,Generally exaggerated,,,Very serious,,"Emphasize production of more oil, gas and coal supplies",Somewhat oppose,,,,,,,,,,,More emphasis,More emphasis,More emphasis,More emphasis,More emphasis,Less emphasis,,,,,,,,,,,,,Town/Rural Area,74.0,HS or Less,Republican,,Protestant,Oppose,0
653,2013,,Poor job,Poor job,Too much,Good,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,Only a little,,Very well,Generally exaggerated,,,Very serious,,,Somewhat favor,,,,,,,,,,,More emphasis,More emphasis,More emphasis,More emphasis,More emphasis,More emphasis,,,,,,,,,,,,,Town/Rural Area,44.0,Some college,Lean Republican,,Protestant,Favor,1
654,2013,,Good job,Poor job,Too little,Good,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,A great deal,,Very well,Gennerally correct,,,Not at all serious,,Emphasize more conservation by consumers,Somewhat favor,,,,,,,,,,,Less emphasis,More emphasis,More emphasis,Same as now,Same as now,Same as now,,,,,,,,,,,,,Suburb of Big/Small City,64.0,Post-grad,Lean Republican,,Protestant,Favor,1
655,2013,,Poor job,Poor job,Too little,Good,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,A fair amount,,Fairly well,Generally underestimated,,,Very serious,,,Strongly favor,,,,,,,,,,,Less emphasis,Same as now,More emphasis,More emphasis,More emphasis,More emphasis,,,,,,,,,,,,,Town/Rural Area,60.0,Some college,Republican,,Protestant,Favor,1
656,2013,,Poor job,Good job,About the right amount,Good,Getting Better,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",Only a little,,Fairly well,Gennerally correct,,,Fairly serious,,Emphasize more conservation by consumers,Somewhat favor,,,,,,,,,,,Less emphasis,Same as now,More emphasis,Same as now,Same as now,More emphasis,,,,,,,,,,,,,Town/Rural Area,56.0,Some college,Republican,,Catholic,Favor,1
658,2013,,Good job,Good job,Too little,Only Fair,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent","Protect Enviornment, even at risk of limiting energy supplies",A great deal,,Fairly well,Generally underestimated,,,Fairly serious,,Emphasize more conservation by consumers,Strongly oppose,,,,,,,,,,,More emphasis,More emphasis,More emphasis,More emphasis,More emphasis,Less emphasis,,,,,,,,,,,,,Town/Rural Area,30.0,HS or Less,"Independent, no lean",,Protestant,Oppose,0
659,2013,,Poor job,Poor job,Too little,Only Fair,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",A great deal,,Fairly well,Generally underestimated,,,Very serious,,,Somewhat oppose,,,,,,,,,,,Less emphasis,Same as now,More emphasis,Less emphasis,More emphasis,More emphasis,,,,,,,,,,,,,Suburb of Big/Small City,55.0,Some college,Lean Democratic,,Catholic,Oppose,0
660,2013,,Good job,Good job,Too little,Good,Getting Worse,"Protect Environment, even at risk of curbing economic growth",Developing Energy Supplies Given Priority,A great deal,,Fairly well,Generally underestimated,,,Very serious,,"Emphasize production of more oil, gas and coal supplies",Strongly oppose,,,,,,,,,,,Same as now,Less emphasis,More emphasis,More emphasis,More emphasis,Less emphasis,,,,,,,,,,,,,Suburb of Big/Small City,51.0,Some college,Lean Democratic,,Protestant,Oppose,0
661,2013,,Good job,Good job,About the right amount,Poor,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent","Protect Enviornment, even at risk of limiting energy supplies",A fair amount,,Very well,Gennerally correct,,,Very serious,,Emphasize more conservation by consumers,Strongly favor,,,,,,,,,,,Less emphasis,More emphasis,More emphasis,Same as now,More emphasis,More emphasis,,,,,,,,,,,,,Town/Rural Area,66.0,HS or Less,"Independent, no lean",,Protestant,Favor,1
662,2013,,Good job,Poor job,About the right amount,Good,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent","Protect Enviornment, even at risk of limiting energy supplies",A great deal,,Not at all,Gennerally correct,,,Fairly serious,,REF,Somewhat favor,,,,,,,,,,,Less emphasis,More emphasis,Less emphasis,More emphasis,More emphasis,Less emphasis,,,,,,,,,,,,,Big/Small City,67.0,HS or Less,Republican,,Protestant,Favor,1
663,2013,,Good job,Good job,About the right amount,Only Fair,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",A great deal,,Fairly well,Generally underestimated,,,Fairly serious,,,Somewhat oppose,,,,,,,,,,,Less emphasis,Less emphasis,Same as now,More emphasis,More emphasis,Same as now,,,,,,,,,,,,,Town/Rural Area,40.0,Some college,Democrat,,Other,Oppose,0
664,2013,,Good job,Good job,About the right amount,Good,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",A great deal,,Fairly well,Gennerally correct,,,Not at all serious,,Emphasize more conservation by consumers,Somewhat favor,,,,,,,,,,,Less emphasis,Same as now,Less emphasis,More emphasis,More emphasis,Same as now,,,,,,,,,,,,,Big/Small City,33.0,Post-grad,Democrat,,Protestant,Favor,1
665,2013,,Good job,Poor job,Too little,Poor,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",A great deal,,Very well,Generally underestimated,,,Fairly serious,,Emphasize more conservation by consumers,Somewhat favor,,,,,,,,,,,Less emphasis,Less emphasis,Same as now,More emphasis,More emphasis,Same as now,,,,,,,,,,,,,Town/Rural Area,18.0,HS or Less,Democrat,,,Favor,1
666,2013,,Good job,Good job,Too little,Good,Getting Better,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",A fair amount,,Fairly well,Gennerally correct,,,Fairly serious,,,Somewhat oppose,,,,,,,,,,,More emphasis,More emphasis,More emphasis,More emphasis,More emphasis,Less emphasis,,,,,,,,,,,,,Town/Rural Area,36.0,HS or Less,Republican,,Protestant,Oppose,0
667,2013,,Good job,Poor job,About the right amount,Good,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,A fair amount,,Very well,Generally exaggerated,,,Very serious,,,Somewhat favor,,,,,,,,,,,More emphasis,More emphasis,More emphasis,Less emphasis,More emphasis,Same as now,,,,,,,,,,,,,Town/Rural Area,56.0,Some college,Republican,,Protestant,Favor,1
668,2013,,REF,REF,About the right amount,Good,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,Only a little,,Very well,Generally exaggerated,,,Very serious,,,Strongly favor,,,,,,,,,,,More emphasis,More emphasis,More emphasis,More emphasis,More emphasis,More emphasis,,,,,,,,,,,,,Suburb of Big/Small City,41.0,Post-grad,Lean Republican,,Protestant,Favor,1
669,2013,,Good job,Good job,About the right amount,Only Fair,Same (VOL),"Protect Environment, even at risk of curbing economic growth",Developing Energy Supplies Given Priority,A great deal,,Very well,Generally underestimated,,,Fairly serious,,"Emphasize production of more oil, gas and coal supplies",Strongly favor,,,,,,,,,,,Same as now,Same as now,Same as now,Same as now,More emphasis,More emphasis,,,,,,,,,,,,,Suburb of Big/Small City,44.0,College Grad only,Democrat,,Protestant,Favor,1
670,2013,,Good job,Good job,About the right amount,Good,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,A fair amount,,Fairly well,Gennerally correct,,,Fairly serious,,,Somewhat favor,,,,,,,,,,,Same as now,Same as now,Same as now,Same as now,Same as now,Same as now,,,,,,,,,,,,,Suburb of Big/Small City,27.0,Post-grad,Republican,,Protestant,Favor,1
671,2013,,Poor job,Poor job,Too little,Only Fair,Getting Better,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",Only a little,,Fairly well,Generally exaggerated,,,Fairly serious,,,Strongly oppose,,,,,,,,,,,More emphasis,More emphasis,More emphasis,Same as now,More emphasis,More emphasis,,,,,,,,,,,,,Big/Small City,19.0,HS or Less,Republican,,Other Christian,Oppose,0
672,2013,,Good job,Good job,About the right amount,Good,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,A great deal,,Fairly well,Generally underestimated,,,Fairly serious,,,Somewhat oppose,,,,,,,,,,,More emphasis,More emphasis,More emphasis,More emphasis,More emphasis,Same as now,,,,,,,,,,,,,Suburb of Big/Small City,25.0,Post-grad,Republican,,Catholic,Oppose,0
673,2013,,Good job,Poor job,Too little,Only Fair,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,A great deal,,Not very well,Generally underestimated,,,Fairly serious,,"Emphasize production of more oil, gas and coal supplies",Somewhat oppose,,,,,,,,,,,More emphasis,More emphasis,More emphasis,More emphasis,More emphasis,Less emphasis,,,,,,,,,,,,,Big/Small City,25.0,HS or Less,Republican,,Other Christian,Oppose,0
674,2013,,Poor job,Poor job,Too little,Only Fair,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,A fair amount,,Not very well,Gennerally correct,,,Very serious,,"Emphasize production of more oil, gas and coal supplies",Somewhat oppose,,,,,,,,,,,Same as now,Same as now,Same as now,More emphasis,More emphasis,Same as now,,,,,,,,,,,,,Town/Rural Area,59.0,Some college,Republican,,Protestant,Oppose,0
675,2013,,Poor job,Good job,Too little,Good,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",Only a little,,Very well,Generally exaggerated,,,Fairly serious,,Emphasize more conservation by consumers,Strongly favor,,,,,,,,,,,Less emphasis,Less emphasis,Less emphasis,More emphasis,More emphasis,More emphasis,,,,,,,,,,,,,Big/Small City,18.0,HS or Less,Democrat,,Catholic,Favor,1
676,2013,,Good job,Poor job,Too little,Only Fair,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",A fair amount,,Fairly well,Generally underestimated,,,Fairly serious,,,Somewhat favor,,,,,,,,,,,Less emphasis,More emphasis,More emphasis,More emphasis,More emphasis,More emphasis,,,,,,,,,,,,,Suburb of Big/Small City,51.0,Post-grad,"Independent, no lean",,Catholic,Favor,1
677,2013,,Poor job,Poor job,Too little,Poor,Getting Worse,Equal Priority (VOL),Developing Energy Supplies Given Priority,A great deal,,Fairly well,DK,,,Very serious,,,Somewhat favor,,,,,,,,,,,More emphasis,More emphasis,More emphasis,More emphasis,More emphasis,More emphasis,,,,,,,,,,,,,Town/Rural Area,51.0,HS or Less,Democrat,,Protestant,Favor,1
678,2013,,Poor job,Poor job,Too much,Good,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,A fair amount,,Fairly well,Generally exaggerated,,,Very serious,,"Emphasize production of more oil, gas and coal supplies",Strongly favor,,,,,,,,,,,More emphasis,More emphasis,More emphasis,Less emphasis,Less emphasis,More emphasis,,,,,,,,,,,,,Suburb of Big/Small City,72.0,College Grad only,Republican,,Catholic,Favor,1
679,2013,,Good job,Poor job,Too little,Poor,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,A great deal,,Fairly well,Generally underestimated,,,Not at all serious,,"Emphasize production of more oil, gas and coal supplies",Somewhat oppose,,,,,,,,,,,More emphasis,More emphasis,More emphasis,More emphasis,More emphasis,More emphasis,,,,,,,,,,,,,Town/Rural Area,81.0,HS or Less,Democrat,,Protestant,Oppose,0
680,2013,,Good job,Good job,About the right amount,Good,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent","Protect Enviornment, even at risk of limiting energy supplies",A fair amount,,Fairly well,Generally exaggerated,,,Fairly serious,,,Somewhat oppose,,,,,,,,,,,Same as now,Less emphasis,Same as now,Same as now,Same as now,Same as now,,,,,,,,,,,,,Town/Rural Area,32.0,College Grad only,Lean Republican,,Protestant,Oppose,0
681,2013,,Poor job,Poor job,Too little,Good,Getting Worse,DK,"Protect Enviornment, even at risk of limiting energy supplies",A great deal,,Fairly well,Generally exaggerated,,,Fairly serious,,"Emphasize production of more oil, gas and coal supplies",Somewhat oppose,,,,,,,,,,,More emphasis,More emphasis,More emphasis,More emphasis,More emphasis,Same as now,,,,,,,,,,,,,Town/Rural Area,73.0,Some college,"Independent, no lean",,Protestant,Oppose,0
682,2013,,Good job,Good job,Too much,Excellent,Getting Better,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",A great deal,,Very well,Generally exaggerated,,,Very serious,,,Strongly favor,,,,,,,,,,,More emphasis,More emphasis,More emphasis,More emphasis,More emphasis,More emphasis,,,,,,,,,,,,,Big/Small City,18.0,Post-grad,Republican,,Other,Favor,1
683,2013,,Good job,Poor job,Too much,Good,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,A fair amount,,Very well,Generally exaggerated,,,Very serious,,"Emphasize production of more oil, gas and coal supplies",Strongly favor,,,,,,,,,,,More emphasis,More emphasis,More emphasis,More emphasis,More emphasis,More emphasis,,,,,,,,,,,,,Town/Rural Area,32.0,College Grad only,Lean Republican,,Catholic,Favor,1
684,2013,,Good job,Good job,About the right amount,Good,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,A fair amount,,Not very well,Gennerally correct,,,Fairly serious,,Emphasize more conservation by consumers,Strongly favor,,,,,,,,,,,Less emphasis,More emphasis,More emphasis,More emphasis,More emphasis,Less emphasis,,,,,,,,,,,,,Town/Rural Area,74.0,HS or Less,Democrat,,Protestant,Favor,1
685,2013,,Poor job,Poor job,About the right amount,Only Fair,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,A great deal,,Not very well,Generally exaggerated,,,Fairly serious,,,Strongly oppose,,,,,,,,,,,More emphasis,Same as now,More emphasis,More emphasis,More emphasis,Less emphasis,,,,,,,,,,,,,Suburb of Big/Small City,57.0,Some college,Democrat,,Other Christian,Oppose,0
686,2013,,Good job,Good job,Too little,Only Fair,Getting Better,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",A great deal,,Fairly well,Generally underestimated,,,Fairly serious,,,Strongly oppose,,,,,,,,,,,Less emphasis,Less emphasis,Less emphasis,More emphasis,More emphasis,Less emphasis,,,,,,,,,,,,,DK/REF,63.0,Some college,,,REF,Oppose,0
687,2013,,Good job,Good job,Too little,Only Fair,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,A great deal,,Fairly well,Gennerally correct,,,Very serious,,,Strongly favor,,,,,,,,,,,More emphasis,More emphasis,More emphasis,Same as now,More emphasis,More emphasis,,,,,,,,,,,,,Big/Small City,59.0,College Grad only,Democrat,,Catholic,Favor,1
688,2013,,Good job,DK,About the right amount,Excellent,Getting Better,REF,Developing Energy Supplies Given Priority,Only a little,,Fairly well,Generally exaggerated,,,Fairly serious,,,Somewhat oppose,,,,,,,,,,,More emphasis,More emphasis,More emphasis,More emphasis,More emphasis,Less emphasis,,,,,,,,,,,,,Town/Rural Area,49.0,Post-grad,Republican,,Protestant,Oppose,0
689,2013,,DK,Poor job,About the right amount,Good,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,Only a little,,Fairly well,Generally exaggerated,,,Very serious,,"Emphasize production of more oil, gas and coal supplies",Strongly favor,,,,,,,,,,,More emphasis,More emphasis,More emphasis,More emphasis,More emphasis,More emphasis,,,,,,,,,,,,,Suburb of Big/Small City,60.0,Some college,Republican,,Protestant,Favor,1
690,2013,,Good job,Good job,Too little,Good,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",A great deal,,Very well,Gennerally correct,,,Fairly serious,,,Somewhat favor,,,,,,,,,,,Same as now,Same as now,Same as now,More emphasis,More emphasis,Less emphasis,,,,,,,,,,,,,Town/Rural Area,40.0,Some college,Democrat,,,Favor,1
691,2013,,Fair/Mixed (VOL),Poor job,About the right amount,Only Fair,Getting Better,Equal Priority (VOL),Both Equally (VOL),A fair amount,,Fairly well,Generally exaggerated,,,Fairly serious,,,Somewhat favor,,,,,,,,,,,Same as now,Same as now,More emphasis,More emphasis,More emphasis,Same as now,,,,,,,,,,,,,Town/Rural Area,46.0,Some college,,,Catholic,Favor,1
692,2013,,Fair/Mixed (VOL),Fair/Mixed (VOL),Too little,Good,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent","Protect Enviornment, even at risk of limiting energy supplies",A fair amount,,Fairly well,Gennerally correct,,,Very serious,,,Somewhat oppose,,,,,,,,,,,Less emphasis,Less emphasis,More emphasis,More emphasis,More emphasis,Same as now,,,,,,,,,,,,,Big/Small City,32.0,College Grad only,Democrat,,Protestant,Oppose,0
693,2013,,Poor job,Poor job,Too much,Good,Same (VOL),"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,Not at all,,Fairly well,Generally exaggerated,,,Not at all serious,,,Somewhat favor,,,,,,,,,,,More emphasis,More emphasis,More emphasis,More emphasis,More emphasis,More emphasis,,,,,,,,,,,,,Suburb of Big/Small City,41.0,Post-grad,Republican,,Mormon,Favor,1
694,2013,,Poor job,Poor job,Too little,Only Fair,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,A fair amount,,Fairly well,Gennerally correct,,,Fairly serious,,,Strongly favor,,,,,,,,,,,Same as now,More emphasis,More emphasis,More emphasis,More emphasis,More emphasis,,,,,,,,,,,,,DK/REF,74.0,Post-grad,Republican,,REF,Favor,1
695,2013,,Good job,Fair/Mixed (VOL),About the right amount,Only Fair,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent","Protect Enviornment, even at risk of limiting energy supplies",Not at all,,Very well,Generally exaggerated,,,Fairly serious,,,Strongly favor,,,,,,,,,,,Less emphasis,Less emphasis,Less emphasis,More emphasis,More emphasis,More emphasis,,,,,,,,,,,,,Suburb of Big/Small City,55.0,Some college,Lean Republican,,Catholic,Favor,1
696,2013,,Poor job,Poor job,Too little,Good,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",A fair amount,,Fairly well,Generally underestimated,,,Not at all serious,,Emphasize more conservation by consumers,Strongly oppose,,,,,,,,,,,Less emphasis,Less emphasis,More emphasis,More emphasis,More emphasis,Less emphasis,,,,,,,,,,,,,Town/Rural Area,27.0,HS or Less,Republican,,Catholic,Oppose,0
697,2013,,Poor job,Good job,About the right amount,Good,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent","Protect Enviornment, even at risk of limiting energy supplies",A great deal,,Fairly well,Generally exaggerated,,,Fairly serious,,Emphasize more conservation by consumers,Strongly favor,,,,,,,,,,,Less emphasis,Same as now,More emphasis,More emphasis,More emphasis,More emphasis,,,,,,,,,,,,,Suburb of Big/Small City,31.0,College Grad only,"Independent, no lean",,,Favor,1
698,2013,,Good job,Good job,Too little,Only Fair,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",A great deal,,Very well,Generally underestimated,,,Fairly serious,,,Strongly oppose,,,,,,,,,,,Less emphasis,Less emphasis,DK,More emphasis,More emphasis,Less emphasis,,,,,,,,,,,,,Suburb of Big/Small City,92.0,Post-grad,Lean Democratic,,Jewish,Oppose,0
699,2013,,Fair/Mixed (VOL),Good job,Too little,Only Fair,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",A great deal,,Fairly well,Generally underestimated,,,DK,,Emphasize more conservation by consumers,Strongly oppose,,,,,,,,,,,Less emphasis,Same as now,Less emphasis,More emphasis,More emphasis,Less emphasis,,,,,,,,,,,,,Big/Small City,59.0,College Grad only,Lean Democratic,,,Oppose,0
